run_id,timestamp,worker,src_path,dst_path,size_bytes,mtime_unix,hash,decision,reason,duration_ms,rsync_exit,error_msg,tool,attempts,verified
a795b18054bc4307bcaad8b82efbfc3b,2025-10-16T22:10:41.344093+00:00,planner,data/source_d/file1.iso,/home/pierringshot/FileOPS-Toolkit/data/destination/file1.iso,17,1760652632.114779,8ac018c265d4a1e997ba202ef7063e67,duplicate,hash_match,0.0,,,,0,False
a795b18054bc4307bcaad8b82efbfc3b,2025-10-16T22:10:41.345252+00:00,fileops-worker_0,data/source_f/file1.iso,/home/pierringshot/FileOPS-Toolkit/data/destination/file1.iso,17,1760652632.114779,8ac018c265d4a1e997ba202ef7063e67,copy,unique,0.0,0,,rsync,0,
a795b18054bc4307bcaad8b82efbfc3b,2025-10-16T22:10:41.345290+00:00,fileops-worker_0,data/source_f/file2.iso,/home/pierringshot/FileOPS-Toolkit/data/destination/file2.iso,16,1760652632.114779,ce224d15b66a41110d5ec497ffa9cac4,copy,unique,0.0,0,,rsync,0,
a795b18054bc4307bcaad8b82efbfc3b,2025-10-16T22:10:41.345326+00:00,fileops-worker_1,data/source_d/file3.iso,/home/pierringshot/FileOPS-Toolkit/data/destination/file3.iso,17,1760652632.114779,fb9ca3de466c5e579dc8aaf5f1e6940e,copy,unique,0.0,0,,rsync,0,
